stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\GIT\the_game\Debug\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.08252] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08254] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08257] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08259] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08262] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08264] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08267] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08269] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08272] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08274] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08277] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08279] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08282] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08285] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08287] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08290] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08292] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08295] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08297] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08300] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08302] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08305] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08307] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08310] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08312] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08315] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08318] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08320] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08323] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08326] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08328] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08331] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08333] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08336] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08338] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08341] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08343] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08346] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08348] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08351] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08353] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08356] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08358] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08361] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08363] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08366] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08368] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08371] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08374] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08376] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08379] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08382] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08384] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08387] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08390] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08393] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08395] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08398] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08400] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08403] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08405] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08408] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08410] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08413] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08416] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08419] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08421] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08424] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08426] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08429] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08431] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08434] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08437] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08440] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08442] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08445] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08447] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08455] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.08467] Trying format 0.
d3d      I         d3d_disp.cpp:1344 d3d_display_thread_proc          [   0.08777] Chose a display format: 23
d3d      I         d3d_disp.cpp:1413 d3d_display_thread_proc          [   0.08783] Normal window.
d3d      I         d3d_disp.cpp:781  d3d_create_device                [   0.16131] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:839  d3d_create_device                [   0.23317] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:847  d3d_create_device                [   0.23323] Success
d3d      D         d3d_disp.cpp:1691 d3d_create_display_internals     [   0.23331] Resumed after wait.
d3d      I         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.23347] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1755 d3d_create_display_internals     [   0.23353] Returning d3d_display: 04F65518
d3d      D         d3d_disp.cpp:1780 d3d_create_display_locked        [   0.23357] al_display=04F65518
d3d      D         d3d_disp.cpp:1781 d3d_create_display_locked        [   0.23360] al_display->vt=04F4D008
system   D            wsystem.c:738  maybe_parent_dir                 [   0.23381] Also searching C:\GIT\the_game\
system   D            wsystem.c:788  _al_win_safe_load_library        [   0.23401] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:699  load_library_at_path             [   0.23405] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:702  load_library_at_path             [   0.23840] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.23847] Module "d3dx9_43.dll" loaded.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23865] opening Desert.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23914] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23917] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23919] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23922] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23925] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23927] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23932] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23938] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23941] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.23944] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.23946] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.23949] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.23951] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.24467] added dtor for bitmap 086512D0, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.36944] opening Desert_2.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.37002] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.37005] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.37007] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.37010] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.37012] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.37015] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.37017] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.37019] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.37022] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.37024] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.37027] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.37030] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.37032] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.37588] added dtor for bitmap 08647448, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.50454] opening Fundo.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.50473] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.50476] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.50478] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.50480] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.50482] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.50484] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.50486] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.50488] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.50490] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.50493] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.50495] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.50497] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.50499] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.50630] added dtor for bitmap 08646EA8, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.53773] opening Desert_2.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.53831] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.53833] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.53836] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.53838] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.53841] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.53845] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.53847] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.53849] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.53851] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.53854] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.53866] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.53874] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.53877] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.54396] added dtor for bitmap 08647240, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.68033] opening Desert_2.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.68088] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.68091] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.68094] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.68097] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.68100] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.68103] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.68105] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.68109] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.68112] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.68114] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.68117] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.68120] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.68123] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.68612] added dtor for bitmap 086510B0, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.81032] opening Desert_Block.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81055] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81058] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81060] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81063] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81065] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81068] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81070] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81073] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81075] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.81077] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.81080] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.81082] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.81084] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.81137] added dtor for bitmap 08646D08, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.81757] opening Walk_Sprite_Knight.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81774] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81776] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81778] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81781] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81783] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81784] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81786] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81788] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81790] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.81792] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.81794] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.81797] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.81799] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.81822] added dtor for bitmap 08647C80, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.81861] opening Attack_Sprite_Knight.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81879] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81882] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81885] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81888] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81890] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81893] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81895] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81898] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81900] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.81903] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.81905] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.81908] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.81910] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.81931] added dtor for bitmap 08647DF8, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.81967] opening Icon_Knight.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81981] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81983] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81986] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81988] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81991] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81993] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81996] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.81998] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82001] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.82003] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.82005] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.82008] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.82011] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.82029] added dtor for bitmap 086477E0, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.82054] opening Walk_Sprite_Banner.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82070] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82072] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82075] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82077] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82079] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82081] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82083] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82085] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82088] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.82090] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.82092] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.82094] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.82097] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.82117] added dtor for bitmap 086481B8, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.82162] opening Walk_Sprite_Lancer.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82176] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82180] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82183] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82186] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82188] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82190] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82192] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82195] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82198] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.82201] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.82204] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.82206] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.82209] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.82228] added dtor for bitmap 08648330, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.82258] opening Attack_Sprite_Lancer.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82270] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82273] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82275] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82277] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82279] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82281] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82283] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82285] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82287] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.82290] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.82292] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.82295] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.82297] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.82318] added dtor for bitmap 08650790, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.82348] opening Enemy_Ghost.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82366] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82369] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82372] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82374] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82377] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82379] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82381] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82384] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82387] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.82390] Alpha doesn't match
